dist,n,a,b,c,d,a.label,b.label,c.label,d.label,a.geo,b.geo,c.geo,d.geo,region,notes
0.0071,1000,Costus_allenii_98050,Costus_bracteatus_18030,Costus_villosissimus_18090,Costus_lasius_18080,C. allenii,C. bracteatus,C. villosissimus,C. lasius,Costus allenii Maas,Costus bracteatus Rowlee,Costus villosissimus Jacq.,Costus lasius Loes.,Mountain influenced,
